alloc,,clusters,,tasksAlloc,,file
1,,[[r2, r3, r1], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_24, at3_25, at3_7, at3_4, at3_19, at3_22], r3=[at4_15, at4_18, at4_9, at4_27, at4_12, at3_28, at3_10, at3_13, at3_16, at2_11, at2_14, at2_20, at2_23, at2_26, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2], r1=[at2_17, at2_8, at2_5]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1.xml
2,,[[r2, r3, r1], [r4, r5]],,{r2=[at4_6, at4_3], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_25, at3_28, at3_13, at3_16, at3_22, at2_11, at2_14, at2_17], r4=[at1_1, at1_2], r5=[at1_1, at1_2], r1=[at3_7, at3_4, at3_10, at3_19, at2_8, at2_5, at2_20, at2_23, at2_26, at2_29]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation2.xml
3,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at4_21, at4_24, at4_27, at3_25, at3_7, at3_4, at2_8, at2_5, at2_23, at2_26, at2_29], r3=[at4_18, at4_12, at3_28, at3_10, at3_13, at3_16, at3_19, at3_22, at2_11, at2_14, at2_17, at2_20], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3.xml
45,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_26, at2_29], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation45.xml
46,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation46.xml
47,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation47.xml
48,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_13, at3_22, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation48.xml
49,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_13, at3_22, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation49.xml
50,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_13, at3_22, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation50.xml
51,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_11, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation51.xml
52,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation52.xml
53,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation53.xml
54,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_9, at4_21, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation54.xml
55,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation55.xml
56,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation56.xml
57,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation57.xml
58,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation58.xml
59,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation59.xml
60,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation60.xml
61,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_18, at4_9, at4_21, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation61.xml
62,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation62.xml
63,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation63.xml
64,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_21, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation64.xml
65,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_9, at4_21, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation65.xml
66,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation66.xml
67,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_18, at4_9, at4_21, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation67.xml
68,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation68.xml
69,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_21, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation69.xml
70,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_21, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_9, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation70.xml
71,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation71.xml
72,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_21, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_18, at4_9, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation72.xml
73,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation73.xml
74,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation74.xml
75,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_9, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation75.xml
76,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation76.xml
77,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_18, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation77.xml
78,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_26, at2_29], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation78.xml
79,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_18, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_26, at2_29], r3=[at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation79.xml
80,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_26, at2_29], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation80.xml
81,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_29], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at2_11, at2_14, at2_17, at2_20, at2_23, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation81.xml
82,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation82.xml
83,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation83.xml
84,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation84.xml
85,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation85.xml
86,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation86.xml
87,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_13, at3_22, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation87.xml
88,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_28, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_8, at2_5, at2_20, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_13, at2_11, at2_14, at2_17, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation88.xml
